contact_id,contact_date,contact_ts,search_id,user_id,listing_id,seller_type,dealer_id,dealer_tier,listed_price_eur,is_featured,photo_count,price_position_vs_market,dealer_response_time_hours,lead_channel
cnt_000000000369,2024-02-23,2024-02-23T21:10:51,srch_000000101429,usr_000019610,lst_000017767,private,,private,6448.63,0,14,-0.0787,26.25,call
cnt_000000000370,2024-02-24,2024-02-24T10:02:01,srch_000000101665,usr_000006483,lst_000027752,private,,private,30265.91,0,11,-0.0491,17.86,call
cnt_000000000371,2024-02-25,2024-02-25T18:52:16,srch_000000102157,usr_000011469,lst_000004707,private,,private,4554.19,0,9,-0.0762,6.4,message
cnt_000000000372,2024-02-25,2024-02-25T09:51:56,srch_000000102256,usr_000019527,lst_000026152,dealer,dlr_000204,mid,9346.5,1,18,-0.0406,20.26,message
cnt_000000000373,2024-02-25,2024-02-25T14:05:00,srch_000000102383,usr_000001388,lst_000011874,dealer,dlr_000091,small,10185.82,0,11,-0.0017,13.24,call
cnt_000000000374,2024-02-26,2024-02-26T09:41:18,srch_000000102624,usr_000018398,lst_000011637,dealer,dlr_000033,mid,32371.57,0,7,0.0198,18.24,message
cnt_000000000375,2024-02-26,2024-02-26T07:02:57,srch_000000102694,usr_000012457,lst_000019959,dealer,dlr_000165,mid,4381.79,0,16,0.0445,14.52,message
cnt_000000000376,2024-02-26,2024-02-26T11:11:59,srch_000000102840,usr_000010612,lst_000008954,dealer,dlr_000196,mid,24094.46,0,10,-0.0172,12.58,message
cnt_000000000377,2024-02-26,2024-02-26T08:23:15,srch_000000102908,usr_000011611,lst_000023846,dealer,dlr_000118,small,19171.88,0,12,-0.0017,1.46,call
cnt_000000000378,2024-02-26,2024-02-26T14:08:30,srch_000000102977,usr_000008851,lst_000018413,dealer,dlr_000222,mid,8051.54,1,13,0.0672,16.5,message
cnt_000000000379,2024-02-26,2024-02-26T12:33:09,srch_000000102985,usr_000011283,lst_000004178,dealer,dlr_000109,small,2929.44,1,21,0.0262,2.39,call
cnt_000000000380,2024-02-28,2024-02-28T14:29:42,srch_000000103589,usr_000014905,lst_000030564,dealer,dlr_000189,small,10369.92,0,14,-0.0151,3.11,message
cnt_000000000381,2024-02-28,2024-02-28T15:02:39,srch_000000103665,usr_000007107,lst_000022331,dealer,dlr_000161,small,5729.75,1,14,-0.008,20.7,message
cnt_000000000382,2024-02-28,2024-02-28T08:13:47,srch_000000103708,usr_000009705,lst_000025484,dealer,dlr_000176,small,18383.54,1,20,0.0661,16.18,message
cnt_000000000383,2024-02-28,2024-02-28T16:11:52,srch_000000103774,usr_000002295,lst_000001174,dealer,dlr_000144,enterprise,18671.78,1,11,0.0356,2.5,call
cnt_000000000384,2024-02-29,2024-02-29T09:39:43,srch_000000104347,usr_000020251,lst_000018513,private,,private,4382.3,0,22,-0.0019,13.91,message
cnt_000000000385,2024-03-02,2024-03-02T12:11:01,srch_000000105050,usr_000012891,lst_000004972,dealer,dlr_000030,small,8720.34,1,21,-0.0132,12.92,call
cnt_000000000386,2024-03-02,2024-03-02T17:52:40,srch_000000105134,usr_000004371,lst_000018441,dealer,dlr_000105,small,17161.49,0,14,0.0082,16.23,message
cnt_000000000387,2024-03-02,2024-03-02T18:14:46,srch_000000105445,usr_000014483,lst_000023841,dealer,dlr_000128,mid,15920.14,1,17,0.0604,11.98,message
cnt_000000000388,2024-03-04,2024-03-04T22:54:06,srch_000000106355,usr_000015409,lst_000031391,dealer,dlr_000145,small,9595.94,0,12,0.0141,14.17,message
cnt_000000000389,2024-03-05,2024-03-05T19:17:46,srch_000000106546,usr_000004406,lst_000012593,dealer,dlr_000041,small,8930.48,0,15,-0.0092,16.14,call
cnt_000000000390,2024-03-05,2024-03-05T16:04:18,srch_000000106729,usr_000019412,lst_000025767,dealer,dlr_000142,small,7529.45,0,12,0.0854,0.5,call
cnt_000000000391,2024-03-05,2024-03-05T09:16:36,srch_000000106744,usr_000015254,lst_000010463,dealer,dlr_000206,small,10299.87,0,20,0.0829,11.9,message
cnt_000000000392,2024-03-06,2024-03-06T19:04:16,srch_000000107279,usr_000014927,lst_000018974,dealer,dlr_000041,small,18130.12,1,13,0.061,16.14,message
cnt_000000000393,2024-03-07,2024-03-07T13:16:16,srch_000000107620,usr_000019801,lst_000030213,dealer,dlr_000026,mid,10675.73,1,13,0.0142,11.72,message
cnt_000000000394,2024-03-07,2024-03-07T09:14:28,srch_000000107688,usr_000015024,lst_000009357,dealer,dlr_000188,mid,3314.42,1,16,0.0469,12.93,chat
cnt_000000000395,2024-03-08,2024-03-08T11:27:21,srch_000000107903,usr_000018772,lst_000009735,dealer,dlr_000208,small,11861.18,1,18,0.0012,6.99,message
cnt_000000000396,2024-03-09,2024-03-09T11:10:45,srch_000000108398,usr_000004590,lst_000017361,private,,private,17033.4,0,11,-0.033,29.84,message
cnt_000000000397,2024-03-09,2024-03-09T16:23:08,srch_000000108802,usr_000001278,lst_000012063,dealer,dlr_000047,small,32810.62,1,13,0.0734,8.86,call
cnt_000000000398,2024-03-10,2024-03-10T13:00:54,srch_000000108988,usr_000006119,lst_000010940,dealer,dlr_000081,enterprise,5241.76,0,12,0.0316,4.0,message
cnt_000000000399,2024-03-12,2024-03-12T07:27:54,srch_000000109816,usr_000018850,lst_000024614,dealer,dlr_000233,mid,7362.42,0,14,0.0315,5.93,message
cnt_000000000400,2024-03-12,2024-03-12T09:52:24,srch_000000110156,usr_000007067,lst_000017577,private,,private,11947.05,0,14,0.0106,28.51,call
cnt_000000000401,2024-03-12,2024-03-12T18:46:09,srch_000000110267,usr_000006858,lst_000021998,dealer,dlr_000263,mid,8687.06,0,14,0.0098,1.98,call
cnt_000000000402,2024-03-13,2024-03-13T18:50:45,srch_000000110398,usr_000017204,lst_000012512,dealer,dlr_000068,small,4972.2,1,13,0.0663,20.48,message
cnt_000000000403,2024-03-13,2024-03-13T07:39:13,srch_000000110653,usr_000015899,lst_000031863,dealer,dlr_000267,small,14401.62,0,17,0.07,14.89,call
cnt_000000000404,2024-03-14,2024-03-14T17:17:10,srch_000000110789,usr_000009279,lst_000017961,dealer,dlr_000121,small,8162.52,0,10,0.0504,13.02,chat
cnt_000000000405,2024-03-14,2024-03-14T16:34:04,srch_000000110894,usr_000008593,lst_000013937,dealer,dlr_000096,mid,3219.84,1,12,0.0007,10.89,call
cnt_000000000406,2024-03-14,2024-03-14T07:30:29,srch_000000111198,usr_000014078,lst_000013804,dealer,dlr_000268,mid,4389.55,0,11,0.0653,11.48,message
cnt_000000000407,2024-03-15,2024-03-15T21:45:21,srch_000000111505,usr_000000443,lst_000020337,dealer,dlr_000180,mid,7915.02,0,9,0.0904,4.16,call
cnt_000000000408,2024-03-15,2024-03-15T07:51:42,srch_000000111653,usr_000010609,lst_000019077,dealer,dlr_000006,mid,4836.0,0,24,0.0789,12.17,message
cnt_000000000409,2024-03-16,2024-03-16T18:10:21,srch_000000111949,usr_000005715,lst_000007178,dealer,dlr_000171,small,39782.61,0,16,0.0886,9.87,chat
cnt_000000000410,2024-03-16,2024-03-16T14:53:42,srch_000000112200,usr_000017629,lst_000022034,dealer,dlr_000269,small,25858.11,0,16,0.025,14.7,message
cnt_000000000411,2024-03-17,2024-03-17T20:24:09,srch_000000112523,usr_000006643,lst_000024801,dealer,dlr_000242,small,8936.37,0,17,0.0836,24.97,call
cnt_000000000412,2024-03-17,2024-03-17T07:23:05,srch_000000112561,usr_000003946,lst_000030597,dealer,dlr_000040,small,29964.19,1,23,0.0653,2.83,chat
cnt_000000000413,2024-03-18,2024-03-18T22:31:45,srch_000000113250,usr_000020162,lst_000003970,private,,private,10925.87,0,11,-0.0896,25.71,call
cnt_000000000414,2024-03-19,2024-03-19T13:58:13,srch_000000113674,usr_000011300,lst_000018977,dealer,dlr_000061,small,13230.5,0,13,0.0576,12.88,call
cnt_000000000415,2024-03-19,2024-03-19T08:46:33,srch_000000113719,usr_000018313,lst_000004139,dealer,dlr_000046,mid,37443.51,0,10,0.0228,12.38,message
cnt_000000000416,2024-03-20,2024-03-20T10:19:56,srch_000000113893,usr_000013602,lst_000030346,dealer,dlr_000031,small,18325.77,0,9,0.0342,6.68,message
cnt_000000000417,2024-03-21,2024-03-21T13:09:23,srch_000000114314,usr_000016720,lst_000015742,dealer,dlr_000053,mid,5212.42,1,14,-0.0453,10.32,chat
cnt_000000000418,2024-03-22,2024-03-22T14:13:55,srch_000000114733,usr_000017992,lst_000021049,dealer,dlr_000103,enterprise,25504.71,0,15,0.0649,0.5,call
cnt_000000000419,2024-03-23,2024-03-23T19:54:16,srch_000000115315,usr_000000916,lst_000008168,dealer,dlr_000142,small,28670.66,1,14,0.0467,0.5,message
cnt_000000000420,2024-03-24,2024-03-24T09:59:33,srch_000000115690,usr_000002435,lst_000002857,dealer,dlr_000145,small,8725.11,1,17,0.0416,14.17,call
cnt_000000000421,2024-03-24,2024-03-24T11:03:42,srch_000000115939,usr_000002669,lst_000030680,dealer,dlr_000079,mid,18002.05,0,18,0.0021,9.83,call
cnt_000000000422,2024-03-25,2024-03-25T19:17:16,srch_000000116180,usr_000007132,lst_000025457,dealer,dlr_000170,small,8846.48,0,25,0.1165,19.66,call
cnt_000000000423,2024-03-25,2024-03-25T09:00:10,srch_000000116187,usr_000008650,lst_000022373,dealer,dlr_000248,small,16753.96,0,11,0.066,12.36,message
cnt_000000000424,2024-03-25,2024-03-25T18:54:35,srch_000000116333,usr_000020402,lst_000022756,dealer,dlr_000169,small,3515.15,1,14,0.082,14.48,message
cnt_000000000425,2024-03-26,2024-03-26T22:01:26,srch_000000116809,usr_000015064,lst_000008168,dealer,dlr_000142,small,28670.66,1,14,0.0467,0.5,call
cnt_000000000426,2024-03-27,2024-03-27T12:28:02,srch_000000117126,usr_000021980,lst_000012868,dealer,dlr_000124,small,27346.17,0,22,0.0283,17.75,call
cnt_000000000427,2024-03-27,2024-03-27T14:03:20,srch_000000117216,usr_000000482,lst_000013630,dealer,dlr_000129,small,7096.15,0,11,-0.0374,13.93,call
cnt_000000000428,2024-03-27,2024-03-27T20:14:51,srch_000000117249,usr_000008548,lst_000006536,dealer,dlr_000169,small,9274.26,0,17,0.0763,14.48,message
cnt_000000000429,2024-03-27,2024-03-27T20:07:27,srch_000000117431,usr_000004769,lst_000008530,dealer,dlr_000114,small,8978.8,0,16,0.0514,9.07,call
cnt_000000000430,2024-03-27,2024-03-27T08:05:48,srch_000000117471,usr_000015420,lst_000007778,dealer,dlr_000252,small,22767.44,0,17,-0.0001,15.38,message
cnt_000000000431,2024-03-27,2024-03-27T19:04:22,srch_000000117473,usr_000016294,lst_000024765,dealer,dlr_000245,mid,15493.71,0,11,0.0397,15.49,message
cnt_000000000432,2024-03-28,2024-03-28T08:51:45,srch_000000117618,usr_000013615,lst_000012846,dealer,dlr_000217,small,8267.14,0,18,0.0301,6.08,message
cnt_000000000433,2024-03-29,2024-03-29T14:17:01,srch_000000118361,usr_000011436,lst_000007126,dealer,dlr_000004,mid,12701.04,0,13,0.0139,8.77,message
cnt_000000000434,2024-03-30,2024-03-30T21:46:40,srch_000000118992,usr_000017705,lst_000001433,dealer,dlr_000007,small,10009.84,0,11,0.0854,13.04,message
cnt_000000000435,2024-03-31,2024-03-31T14:51:49,srch_000000119276,usr_000013739,lst_000016302,dealer,dlr_000005,mid,6282.34,0,14,-0.0029,11.59,message
cnt_000000000436,2024-03-31,2024-03-31T08:21:59,srch_000000119373,usr_000005216,lst_000025585,dealer,dlr_000184,small,6824.64,0,16,0.0333,10.79,message
cnt_000000000437,2024-04-01,2024-04-01T07:09:35,srch_000000119588,usr_000021936,lst_000016106,dealer,dlr_000194,mid,4853.17,1,17,-0.007,7.05,message
cnt_000000000438,2024-04-01,2024-04-01T15:22:33,srch_000000119937,usr_000014397,lst_000030245,dealer,dlr_000019,mid,18857.26,1,15,0.0615,10.44,call
cnt_000000000439,2024-04-02,2024-04-02T13:22:48,srch_000000120511,usr_000006291,lst_000023588,dealer,dlr_000159,enterprise,4837.31,1,13,0.0268,10.41,call
cnt_000000000440,2024-04-03,2024-04-03T15:35:26,srch_000000120554,usr_000010891,lst_000010812,dealer,dlr_000194,mid,3020.23,1,12,0.0605,7.05,message
cnt_000000000441,2024-04-03,2024-04-03T08:18:43,srch_000000120623,usr_000006081,lst_000024428,dealer,dlr_000244,small,5642.11,1,14,0.0247,8.94,message
cnt_000000000442,2024-04-03,2024-04-03T19:42:18,srch_000000120724,usr_000012860,lst_000015742,dealer,dlr_000053,mid,5212.42,1,14,-0.0453,10.32,message
cnt_000000000443,2024-04-03,2024-04-03T19:06:13,srch_000000120957,usr_000000465,lst_000027697,dealer,dlr_000197,small,29372.82,0,18,-0.0073,9.64,message
cnt_000000000444,2024-04-05,2024-04-05T19:02:27,srch_000000121476,usr_000006916,lst_000010671,dealer,dlr_000197,small,11133.93,1,10,-0.0234,9.64,message
cnt_000000000445,2024-04-05,2024-04-05T09:48:51,srch_000000121836,usr_000011789,lst_000027606,dealer,dlr_000036,small,5881.99,0,9,-0.0281,11.28,chat
cnt_000000000446,2024-04-06,2024-04-06T20:32:29,srch_000000122128,usr_000018761,lst_000019770,dealer,dlr_000177,mid,8263.34,1,15,0.0714,15.88,message
cnt_000000000447,2024-04-06,2024-04-06T14:53:47,srch_000000122188,usr_000002040,lst_000016728,dealer,dlr_000247,mid,7826.52,1,20,0.0473,4.06,call
cnt_000000000448,2024-04-07,2024-04-07T17:17:23,srch_000000122771,usr_000004504,lst_000015267,private,,private,6694.09,0,6,-0.0066,24.93,message
cnt_000000000449,2024-04-07,2024-04-07T10:30:24,srch_000000122867,usr_000011897,lst_000029478,dealer,dlr_000277,mid,6429.2,0,12,0.0316,6.14,call
cnt_000000000450,2024-04-08,2024-04-08T15:46:48,srch_000000122971,usr_000005982,lst_000004523,dealer,dlr_000225,small,13723.02,1,14,0.1141,4.61,call
cnt_000000000451,2024-04-08,2024-04-08T14:25:45,srch_000000123090,usr_000002803,lst_000005405,dealer,dlr_000043,enterprise,20322.86,1,14,-0.0143,8.79,call
cnt_000000000452,2024-04-08,2024-04-08T19:26:48,srch_000000123165,usr_000011457,lst_000017312,dealer,dlr_000106,mid,19507.61,0,15,0.0126,14.34,message
cnt_000000000453,2024-04-08,2024-04-08T13:43:44,srch_000000123199,usr_000014760,lst_000022030,dealer,dlr_000008,small,17265.24,0,8,-0.0345,19.96,message
cnt_000000000454,2024-04-09,2024-04-09T19:16:04,srch_000000123432,usr_000009013,lst_000018818,dealer,dlr_000142,small,7246.07,0,8,0.0164,0.5,message
cnt_000000000455,2024-04-09,2024-04-09T22:48:14,srch_000000123492,usr_000004330,lst_000007241,dealer,dlr_000044,small,11495.19,0,20,0.0461,8.07,chat
cnt_000000000456,2024-04-09,2024-04-09T15:31:13,srch_000000123634,usr_000007874,lst_000007078,dealer,dlr_000222,mid,19859.21,0,11,0.0245,16.5,message
cnt_000000000457,2024-04-09,2024-04-09T14:06:30,srch_000000123654,usr_000014956,lst_000022571,dealer,dlr_000194,mid,5204.06,0,14,0.016,7.05,call
cnt_000000000458,2024-04-12,2024-04-12T08:02:23,srch_000000125282,usr_000017968,lst_000005573,dealer,dlr_000052,mid,5185.65,0,22,0.0451,12.88,call
cnt_000000000459,2024-04-13,2024-04-13T07:06:12,srch_000000125855,usr_000000677,lst_000026169,dealer,dlr_000118,small,5504.54,1,13,0.0055,1.46,message
cnt_000000000460,2024-04-15,2024-04-15T17:50:32,srch_000000126499,usr_000018430,lst_000026177,dealer,dlr_000168,enterprise,18733.08,0,10,0.0246,2.39,message
cnt_000000000461,2024-04-15,2024-04-15T11:51:45,srch_000000126778,usr_000012863,lst_000028915,dealer,dlr_000123,enterprise,10578.36,1,17,-0.0188,8.01,message
cnt_000000000462,2024-04-15,2024-04-15T18:43:41,srch_000000126782,usr_000010698,lst_000026939,dealer,dlr_000040,small,14441.15,1,15,0.0137,2.83,call
cnt_000000000463,2024-04-18,2024-04-18T13:04:14,srch_000000127810,usr_000010794,lst_000029895,dealer,dlr_000050,mid,9565.22,1,13,-0.0351,9.01,call
cnt_000000000464,2024-04-18,2024-04-18T16:25:23,srch_000000127975,usr_000021357,lst_000024255,dealer,dlr_000201,mid,16586.51,0,11,0.058,13.59,message
cnt_000000000465,2024-04-18,2024-04-18T21:20:21,srch_000000127985,usr_000018169,lst_000006042,private,,private,12772.93,0,16,0.0636,17.22,call
cnt_000000000466,2024-04-20,2024-04-20T17:47:02,srch_000000129022,usr_000002385,lst_000025795,dealer,dlr_000103,enterprise,12068.77,0,10,0.0279,0.5,message
cnt_000000000467,2024-04-20,2024-04-20T16:55:35,srch_000000129254,usr_000001199,lst_000001570,dealer,dlr_000009,small,15575.66,0,18,0.0581,19.36,chat
cnt_000000000468,2024-04-21,2024-04-21T16:29:11,srch_000000129363,usr_000006603,lst_000017253,private,,private,8182.47,1,25,0.0196,12.34,message
cnt_000000000469,2024-04-21,2024-04-21T21:09:42,srch_000000129733,usr_000010557,lst_000015418,dealer,dlr_000085,small,1761.02,0,18,0.0736,7.82,chat
cnt_000000000470,2024-04-21,2024-04-21T11:01:46,srch_000000129764,usr_000019436,lst_000031886,private,,private,4569.35,0,21,-0.0696,16.89,message
cnt_000000000471,2024-04-22,2024-04-22T09:00:53,srch_000000130149,usr_000010671,lst_000019227,dealer,dlr_000045,small,10338.49,0,11,-0.0113,13.97,message
cnt_000000000472,2024-04-23,2024-04-23T18:17:05,srch_000000130396,usr_000017690,lst_000022661,dealer,dlr_000097,mid,3864.03,1,16,0.029,7.71,message
cnt_000000000473,2024-04-23,2024-04-23T15:51:52,srch_000000130591,usr_000005067,lst_000022570,dealer,dlr_000088,mid,10585.96,0,15,0.0006,20.86,chat
cnt_000000000474,2024-04-24,2024-04-24T19:31:05,srch_000000130805,usr_000006553,lst_000005312,private,,private,24010.78,0,9,-0.1306,26.66,chat
cnt_000000000475,2024-04-24,2024-04-24T16:38:15,srch_000000130853,usr_000000506,lst_000001604,dealer,dlr_000252,small,6276.81,0,16,0.0057,15.38,message
cnt_000000000476,2024-04-25,2024-04-25T11:18:05,srch_000000131334,usr_000002683,lst_000008530,dealer,dlr_000114,small,8978.8,0,16,0.0514,9.07,message
cnt_000000000477,2024-04-25,2024-04-25T16:33:17,srch_000000131346,usr_000002672,lst_000026797,dealer,dlr_000199,small,23186.83,0,16,0.1231,11.52,message
cnt_000000000478,2024-04-25,2024-04-25T22:27:03,srch_000000131510,usr_000019879,lst_000009967,dealer,dlr_000266,small,38080.38,0,12,0.0278,3.78,call
cnt_000000000479,2024-04-25,2024-04-25T20:41:56,srch_000000131599,usr_000011239,lst_000017114,dealer,dlr_000060,mid,2982.15,1,12,0.0324,12.29,call
cnt_000000000480,2024-04-26,2024-04-26T15:51:14,srch_000000131797,usr_000010323,lst_000017149,dealer,dlr_000027,small,8493.08,1,18,0.0164,7.66,call
cnt_000000000481,2024-04-26,2024-04-26T19:13:41,srch_000000131826,usr_000013799,lst_000006259,dealer,dlr_000273,small,5989.58,0,9,-0.0181,9.81,call
cnt_000000000482,2024-04-26,2024-04-26T14:36:12,srch_000000131972,usr_000012304,lst_000009878,dealer,dlr_000132,small,9545.59,1,9,0.0743,5.27,message
cnt_000000000483,2024-04-27,2024-04-27T16:33:56,srch_000000132173,usr_000010264,lst_000012068,dealer,dlr_000034,small,12733.29,1,11,0.0266,7.91,message
cnt_000000000484,2024-04-27,2024-04-27T18:10:26,srch_000000132395,usr_000012624,lst_000012889,dealer,dlr_000260,small,9494.51,0,12,0.0786,9.64,call
cnt_000000000485,2024-04-27,2024-04-27T11:42:45,srch_000000132507,usr_000010735,lst_000014611,dealer,dlr_000179,mid,2224.84,0,14,-0.0113,5.57,call
cnt_000000000486,2024-04-27,2024-04-27T21:08:19,srch_000000132560,usr_000006736,lst_000017434,dealer,dlr_000211,enterprise,4563.53,1,16,0.0461,4.5,message
cnt_000000000487,2024-04-27,2024-04-27T14:14:14,srch_000000132582,usr_000009371,lst_000002617,dealer,dlr_000187,small,22974.42,0,5,-0.0158,5.49,message
cnt_000000000488,2024-04-28,2024-04-28T10:32:33,srch_000000132755,usr_000004412,lst_000027431,dealer,dlr_000240,small,5285.25,0,14,0.0792,15.86,call
cnt_000000000489,2024-04-28,2024-04-28T22:24:21,srch_000000132814,usr_000013639,lst_000028281,dealer,dlr_000252,small,16957.27,0,17,0.0924,15.38,message
cnt_000000000490,2024-04-28,2024-04-28T09:33:14,srch_000000132875,usr_000006624,lst_000014126,dealer,dlr_000009,small,21047.41,0,9,0.0048,19.36,message
cnt_000000000491,2024-04-28,2024-04-28T08:15:23,srch_000000132925,usr_000018146,lst_000023759,dealer,dlr_000217,small,10066.04,1,18,0.0491,6.08,call
cnt_000000000492,2024-04-29,2024-04-29T09:50:51,srch_000000133204,usr_000013785,lst_000017021,dealer,dlr_000265,small,28212.59,0,17,0.0709,14.01,message
cnt_000000000493,2024-04-29,2024-04-29T16:08:32,srch_000000133620,usr_000010357,lst_000027313,dealer,dlr_000151,small,25367.2,0,17,0.0641,9.95,message
cnt_000000000494,2024-04-29,2024-04-29T13:03:52,srch_000000133622,usr_000005549,lst_000009497,dealer,dlr_000032,small,19915.74,0,13,0.041,12.07,call
cnt_000000000495,2024-04-30,2024-04-30T14:11:27,srch_000000133744,usr_000012826,lst_000010956,dealer,dlr_000219,small,17195.32,1,12,0.0176,16.14,message
cnt_000000000496,2024-04-30,2024-04-30T22:59:27,srch_000000133995,usr_000020530,lst_000009294,private,,private,2819.41,0,14,-0.0836,15.28,message
cnt_000000000497,2024-05-01,2024-05-01T21:00:27,srch_000000134174,usr_000018460,lst_000014988,dealer,dlr_000183,small,10497.0,1,9,0.0307,3.73,chat
cnt_000000000498,2024-05-02,2024-05-02T08:46:30,srch_000000134627,usr_000007358,lst_000004544,dealer,dlr_000021,mid,6842.31,1,15,0.0169,11.59,chat
cnt_000000000499,2024-05-02,2024-05-02T18:08:47,srch_000000135040,usr_000009812,lst_000010795,dealer,dlr_000101,small,21375.49,1,12,0.0983,7.75,message
cnt_000000000500,2024-05-03,2024-05-03T13:51:29,srch_000000135211,usr_000005003,lst_000001310,dealer,dlr_000088,mid,3080.03,1,13,0.0223,20.86,call
cnt_000000000501,2024-05-03,2024-05-03T13:06:42,srch_000000135299,usr_000016399,lst_000006943,private,,private,13507.36,0,12,0.0145,20.2,message
cnt_000000000502,2024-05-03,2024-05-03T12:55:13,srch_000000135413,usr_000000398,lst_000009559,dealer,dlr_000199,small,10153.61,1,11,-0.0376,11.52,message
cnt_000000000503,2024-05-04,2024-05-04T15:24:21,srch_000000135600,usr_000018601,lst_000016954,dealer,dlr_000094,small,7090.16,0,16,0.0483,14.21,call
cnt_000000000504,2024-05-04,2024-05-04T21:23:51,srch_000000135807,usr_000021412,lst_000024652,private,,private,7893.55,0,11,-0.1206,8.74,message
cnt_000000000505,2024-05-04,2024-05-04T14:53:41,srch_000000136024,usr_000020452,lst_000025131,dealer,dlr_000178,small,5517.42,0,9,0.0772,11.12,chat
cnt_000000000506,2024-05-05,2024-05-05T16:27:48,srch_000000136236,usr_000015380,lst_000017194,dealer,dlr_000085,small,21209.88,0,17,0.0086,7.82,call
cnt_000000000507,2024-05-05,2024-05-05T13:37:31,srch_000000136292,usr_000010041,lst_000000234,dealer,dlr_000097,mid,23862.6,0,11,0.0728,7.71,chat
cnt_000000000508,2024-05-06,2024-05-06T09:33:47,srch_000000136926,usr_000010197,lst_000017290,dealer,dlr_000120,mid,23092.6,0,8,0.0743,18.28,message
cnt_000000000509,2024-05-08,2024-05-08T15:27:32,srch_000000137774,usr_000016435,lst_000008087,private,,private,24249.54,0,13,-0.0269,38.52,call
cnt_000000000510,2024-05-08,2024-05-08T21:54:27,srch_000000137963,usr_000008620,lst_000008946,dealer,dlr_000093,small,19112.69,1,15,0.0755,5.85,message
cnt_000000000511,2024-05-08,2024-05-08T11:40:30,srch_000000137997,usr_000011641,lst_000020234,private,,private,2566.25,0,13,-0.0556,9.56,message
cnt_000000000512,2024-05-11,2024-05-11T13:52:33,srch_000000139420,usr_000008319,lst_000012451,dealer,dlr_000193,enterprise,30084.17,1,14,0.0574,14.11,chat
cnt_000000000513,2024-05-12,2024-05-12T16:26:47,srch_000000139619,usr_000006987,lst_000017792,dealer,dlr_000268,mid,3747.19,0,15,-0.0392,11.48,message
cnt_000000000514,2024-05-12,2024-05-12T21:34:09,srch_000000139686,usr_000007490,lst_000017112,dealer,dlr_000196,mid,2291.11,1,17,0.0202,12.58,call
cnt_000000000515,2024-05-13,2024-05-13T18:51:20,srch_000000140334,usr_000006918,lst_000024465,dealer,dlr_000191,enterprise,22160.78,0,22,0.0449,8.24,message
cnt_000000000516,2024-05-14,2024-05-14T14:19:59,srch_000000140993,usr_000016723,lst_000031396,dealer,dlr_000122,small,11253.53,1,8,-0.0394,14.8,call
cnt_000000000517,2024-05-16,2024-05-16T07:35:52,srch_000000141622,usr_000014189,lst_000029749,dealer,dlr_000125,enterprise,6731.29,0,17,-0.01,0.5,call
cnt_000000000518,2024-05-16,2024-05-16T21:37:55,srch_000000141950,usr_000021833,lst_000027461,dealer,dlr_000223,small,34295.87,1,15,0.0158,12.38,call
cnt_000000000519,2024-05-16,2024-05-16T20:20:17,srch_000000142001,usr_000000815,lst_000016411,dealer,dlr_000191,enterprise,16811.91,1,15,0.0148,8.24,message
cnt_000000000520,2024-05-16,2024-05-16T13:38:16,srch_000000142054,usr_000013382,lst_000020234,private,,private,2566.25,0,13,-0.0556,17.61,call
cnt_000000000521,2024-05-18,2024-05-18T10:01:34,srch_000000142821,usr_000007895,lst_000009233,dealer,dlr_000059,mid,15170.86,0,12,-0.023,9.7,message
cnt_000000000522,2024-05-18,2024-05-18T19:19:53,srch_000000143046,usr_000016074,lst_000030812,dealer,dlr_000023,mid,12095.89,0,20,0.0109,10.72,message
cnt_000000000523,2024-05-19,2024-05-19T12:48:52,srch_000000143471,usr_000016066,lst_000009958,dealer,dlr_000208,small,5090.99,0,14,0.0598,6.99,chat
cnt_000000000524,2024-05-21,2024-05-21T12:24:39,srch_000000144214,usr_000015943,lst_000007801,dealer,dlr_000272,small,37500.95,0,14,0.0239,14.51,call
cnt_000000000525,2024-05-21,2024-05-21T20:18:15,srch_000000144481,usr_000008772,lst_000011030,dealer,dlr_000154,small,6131.22,1,19,0.0454,10.37,call
cnt_000000000526,2024-05-22,2024-05-22T16:28:16,srch_000000144784,usr_000005050,lst_000020036,dealer,dlr_000152,mid,9197.54,0,15,0.0291,10.67,chat
cnt_000000000527,2024-05-22,2024-05-22T07:12:44,srch_000000144888,usr_000004723,lst_000006431,dealer,dlr_000274,small,7295.3,1,17,0.0086,3.33,message
cnt_000000000528,2024-05-22,2024-05-22T17:19:00,srch_000000144972,usr_000014639,lst_000017565,dealer,dlr_000198,small,20912.67,1,13,0.0141,24.03,call
cnt_000000000529,2024-05-23,2024-05-23T10:48:08,srch_000000145190,usr_000002335,lst_000007754,dealer,dlr_000142,small,15047.85,0,13,0.1031,0.5,chat
cnt_000000000530,2024-05-23,2024-05-23T16:44:29,srch_000000145541,usr_000021449,lst_000027734,dealer,dlr_000274,small,19019.84,0,18,0.0246,3.33,message
cnt_000000000531,2024-05-24,2024-05-24T15:10:13,srch_000000145674,usr_000009165,lst_000007167,dealer,dlr_000234,small,4176.34,0,15,0.0046,3.54,message
cnt_000000000532,2024-05-25,2024-05-25T17:55:36,srch_000000146229,usr_000021655,lst_000025221,private,,private,6069.59,0,13,-0.0139,11.0,call
cnt_000000000533,2024-05-25,2024-05-25T11:07:48,srch_000000146305,usr_000016257,lst_000019773,dealer,dlr_000142,small,10659.56,1,20,-0.0304,0.5,chat
