month_key,geo,device,user_type,seller_type,dealer_tier,searches,contacts,sales,search_to_contact_rate,contact_to_sale_rate,search_to_sale_rate
2023-09,DK,desktop,returning,dealer,enterprise,3,0,0,0.0,0.0,0.0
2024-03,RO,mobile,new,dealer,small,149,0,0,0.0,0.0,0.0
2024-06,DE,desktop,new,private,unknown,67,0,0,0.0,0.0,0.0
2024-10,RO,mobile,new,private,unknown,37,0,0,0.0,0.0,0.0
2025-02,IT,tablet,returning,dealer,mid,13,0,0,0.0,0.0,0.0
2025-06,BE,mobile,new,dealer,enterprise,23,1,0,0.043478260869565216,0.0,0.0
2025-09,SE,tablet,returning,private,unknown,3,0,0,0.0,0.0,0.0
2025-11,FR,tablet,new,dealer,mid,6,0,0,0.0,0.0,0.0
2023-10,NL,mobile,new,private,unknown,36,0,0,0.0,0.0,0.0
2024-05,PL,tablet,returning,dealer,enterprise,2,0,0,0.0,0.0,0.0
2024-07,DK,mobile,returning,dealer,enterprise,17,0,0,0.0,0.0,0.0
2025-05,FR,tablet,returning,private,unknown,6,0,0,0.0,0.0,0.0
2025-08,NL,mobile,returning,dealer,small,240,0,0,0.0,0.0,0.0
2023-09,ES,mobile,new,dealer,enterprise,29,0,0,0.0,0.0,0.0
2023-10,AT,mobile,new,dealer,small,140,0,0,0.0,0.0,0.0
2023-11,IT,desktop,new,private,unknown,40,0,0,0.0,0.0,0.0
2024-01,FR,desktop,returning,dealer,mid,69,1,1,0.014492753623188406,1.0,0.014492753623188406
2024-02,ES,mobile,new,dealer,enterprise,31,0,0,0.0,0.0,0.0
2025-08,AT,mobile,returning,dealer,enterprise,23,1,0,0.043478260869565216,0.0,0.0
2025-09,DE,mobile,new,dealer,mid,265,1,0,0.0037735849056603774,0.0,0.0
2025-09,CH,tablet,new,private,unknown,1,0,0,0.0,0.0,0.0
2026-01,BE,desktop,new,dealer,enterprise,9,0,1,0.0,0.0,0.1111111111111111
2023-08,BE,desktop,returning,dealer,mid,46,0,0,0.0,0.0,0.0
2024-01,AT,mobile,new,dealer,small,153,0,0,0.0,0.0,0.0
2024-04,NL,tablet,new,private,unknown,3,0,0,0.0,0.0,0.0
2025-02,PL,mobile,new,dealer,small,174,2,0,0.011494252873563218,0.0,0.0
2025-07,ES,desktop,returning,dealer,enterprise,19,0,0,0.0,0.0,0.0
2025-11,DE,desktop,returning,dealer,mid,126,1,0,0.007936507936507936,0.0,0.0
2025-12,DE,desktop,returning,private,unknown,76,0,0,0.0,0.0,0.0
2025-12,AT,desktop,returning,dealer,mid,18,0,0,0.0,0.0,0.0
2023-08,RO,desktop,new,dealer,mid,33,1,0,0.030303030303030304,0.0,0.0
2023-08,FR,mobile,returning,dealer,enterprise,49,1,1,0.02040816326530612,1.0,0.02040816326530612
2023-10,NL,desktop,returning,dealer,mid,27,0,0,0.0,0.0,0.0
2023-12,SE,desktop,new,dealer,small,42,0,0,0.0,0.0,0.0
2024-04,IT,mobile,new,dealer,mid,177,0,0,0.0,0.0,0.0
2024-07,CH,tablet,new,dealer,small,7,1,0,0.14285714285714285,0.0,0.0
2024-08,DE,tablet,new,private,unknown,8,0,0,0.0,0.0,0.0
2025-10,NL,mobile,new,dealer,small,176,0,0,0.0,0.0,0.0
2025-12,SE,desktop,returning,dealer,small,56,0,0,0.0,0.0,0.0
2023-10,RO,mobile,new,dealer,mid,63,0,0,0.0,0.0,0.0
2023-12,PL,desktop,returning,dealer,enterprise,8,0,0,0.0,0.0,0.0
2024-01,SE,tablet,new,dealer,enterprise,2,0,0,0.0,0.0,0.0
2024-04,DK,desktop,returning,private,unknown,8,0,0,0.0,0.0,0.0
2024-08,RO,mobile,new,dealer,enterprise,27,1,1,0.037037037037037035,1.0,0.037037037037037035
2024-10,AT,mobile,returning,dealer,small,123,0,0,0.0,0.0,0.0
2024-12,PL,mobile,new,dealer,enterprise,33,0,0,0.0,0.0,0.0
2025-02,RO,tablet,new,dealer,small,5,0,0,0.0,0.0,0.0
2025-07,IT,tablet,new,private,unknown,5,0,0,0.0,0.0,0.0
2025-11,FR,tablet,returning,dealer,small,27,0,0,0.0,0.0,0.0
2026-01,BE,tablet,returning,private,unknown,4,0,0,0.0,0.0,0.0
2024-01,NL,desktop,returning,dealer,mid,38,0,0,0.0,0.0,0.0
2024-02,RO,mobile,returning,private,unknown,48,0,0,0.0,0.0,0.0
2024-05,DE,desktop,new,dealer,small,242,1,1,0.004132231404958678,1.0,0.004132231404958678
2024-05,DE,tablet,returning,private,unknown,5,0,0,0.0,0.0,0.0
2024-06,SE,mobile,returning,dealer,small,124,0,0,0.0,0.0,0.0
2024-06,CH,mobile,new,dealer,mid,40,0,0,0.0,0.0,0.0
2024-11,RO,desktop,new,dealer,enterprise,11,0,0,0.0,0.0,0.0
2025-03,DE,mobile,returning,dealer,mid,306,2,1,0.006535947712418301,0.5,0.0032679738562091504
2025-06,DE,tablet,new,dealer,small,32,0,0,0.0,0.0,0.0
2023-09,DE,tablet,returning,dealer,mid,26,0,0,0.0,0.0,0.0
2024-03,CH,tablet,new,dealer,small,9,0,0,0.0,0.0,0.0
2024-04,PL,mobile,returning,dealer,enterprise,35,0,0,0.0,0.0,0.0
2025-01,BE,tablet,new,dealer,small,6,0,0,0.0,0.0,0.0
2025-05,NL,mobile,returning,dealer,mid,117,0,0,0.0,0.0,0.0
2025-07,AT,desktop,returning,dealer,enterprise,9,0,0,0.0,0.0,0.0
2025-08,PL,tablet,returning,dealer,small,15,0,0,0.0,0.0,0.0
2026-01,RO,desktop,new,dealer,mid,34,0,0,0.0,0.0,0.0
2023-11,IT,tablet,returning,dealer,small,16,1,0,0.0625,0.0,0.0
2024-05,IT,desktop,new,private,unknown,25,0,0,0.0,0.0,0.0
2024-08,RO,tablet,returning,dealer,enterprise,3,0,0,0.0,0.0,0.0
2025-01,SE,desktop,new,dealer,mid,22,0,0,0.0,0.0,0.0
2025-04,FR,tablet,returning,private,unknown,12,0,0,0.0,0.0,0.0
2025-05,PL,tablet,new,private,unknown,5,0,0,0.0,0.0,0.0
2025-10,FR,tablet,new,private,unknown,4,0,0,0.0,0.0,0.0
2023-10,ES,mobile,new,private,unknown,66,0,0,0.0,0.0,0.0
2023-10,CH,tablet,returning,dealer,enterprise,3,0,0,0.0,0.0,0.0
2023-10,DE,tablet,returning,dealer,mid,20,0,0,0.0,0.0,0.0
2024-04,AT,mobile,new,dealer,small,121,1,0,0.008264462809917356,0.0,0.0
2024-04,SE,tablet,returning,dealer,small,6,0,0,0.0,0.0,0.0
2024-04,RO,mobile,returning,dealer,enterprise,22,0,0,0.0,0.0,0.0
2024-09,FR,mobile,new,dealer,enterprise,50,0,0,0.0,0.0,0.0
2024-11,BE,mobile,new,dealer,mid,49,0,0,0.0,0.0,0.0
2024-12,IT,tablet,new,dealer,small,13,0,0,0.0,0.0,0.0
2025-03,AT,tablet,returning,dealer,mid,6,0,0,0.0,0.0,0.0
2023-09,SE,mobile,new,dealer,mid,48,0,0,0.0,0.0,0.0
2023-11,DK,mobile,new,private,unknown,25,0,0,0.0,0.0,0.0
2024-11,DK,desktop,new,dealer,enterprise,3,0,0,0.0,0.0,0.0
2025-01,DE,desktop,new,private,unknown,54,0,0,0.0,0.0,0.0
2025-07,DE,tablet,new,dealer,small,28,0,0,0.0,0.0,0.0
2025-07,RO,desktop,returning,private,unknown,22,0,0,0.0,0.0,0.0
2025-11,CH,mobile,returning,dealer,enterprise,8,0,0,0.0,0.0,0.0
2025-11,IT,desktop,new,dealer,enterprise,11,0,0,0.0,0.0,0.0
2023-08,IT,tablet,new,dealer,enterprise,1,0,0,0.0,0.0,0.0
2023-10,AT,desktop,returning,dealer,enterprise,6,1,0,0.16666666666666666,0.0,0.0
2023-11,IT,mobile,returning,private,unknown,82,0,0,0.0,0.0,0.0
2024-01,PL,desktop,new,dealer,mid,48,0,0,0.0,0.0,0.0
2024-01,SE,tablet,returning,dealer,small,4,0,0,0.0,0.0,0.0
2024-10,FR,mobile,new,dealer,enterprise,47,0,0,0.0,0.0,0.0
2024-11,DK,tablet,returning,private,unknown,2,0,0,0.0,0.0,0.0
2025-06,CH,tablet,returning,dealer,small,1,0,0,0.0,0.0,0.0
2025-10,IT,tablet,new,dealer,small,12,0,0,0.0,0.0,0.0
2025-12,FR,desktop,returning,private,unknown,41,0,0,0.0,0.0,0.0
2024-01,BE,mobile,new,dealer,enterprise,14,0,0,0.0,0.0,0.0
2024-04,CH,mobile,new,dealer,mid,40,0,0,0.0,0.0,0.0
2024-05,BE,mobile,new,dealer,mid,66,1,0,0.015151515151515152,0.0,0.0
2024-07,IT,mobile,new,dealer,mid,181,0,0,0.0,0.0,0.0
2024-12,RO,tablet,returning,dealer,small,4,0,0,0.0,0.0,0.0
2025-01,RO,mobile,new,private,unknown,42,0,0,0.0,0.0,0.0
2025-03,PL,desktop,new,dealer,mid,41,0,0,0.0,0.0,0.0
2025-03,NL,desktop,new,private,unknown,34,0,0,0.0,0.0,0.0
2025-06,IT,mobile,new,dealer,small,309,1,0,0.003236245954692557,0.0,0.0
2025-10,FR,mobile,returning,dealer,enterprise,45,0,0,0.0,0.0,0.0
2025-12,NL,desktop,returning,dealer,enterprise,16,0,0,0.0,0.0,0.0
2026-01,AT,desktop,returning,dealer,small,50,0,0,0.0,0.0,0.0
2023-12,RO,desktop,returning,dealer,small,84,1,0,0.011904761904761904,0.0,0.0
2025-04,FR,mobile,new,dealer,small,354,1,0,0.002824858757062147,0.0,0.0
2025-09,FR,desktop,returning,dealer,enterprise,17,0,0,0.0,0.0,0.0
2025-10,DK,desktop,new,dealer,enterprise,2,0,0,0.0,0.0,0.0
2025-11,FR,tablet,new,dealer,enterprise,1,0,0,0.0,0.0,0.0
2023-08,DE,tablet,returning,dealer,mid,20,0,0,0.0,0.0,0.0
2023-08,FR,tablet,new,dealer,small,13,0,0,0.0,0.0,0.0
2023-10,RO,desktop,returning,dealer,mid,39,0,0,0.0,0.0,0.0
2023-12,IT,mobile,returning,dealer,small,340,0,0,0.0,0.0,0.0
2024-06,CH,mobile,returning,dealer,mid,51,0,0,0.0,0.0,0.0
2024-10,IT,mobile,new,dealer,enterprise,32,0,0,0.0,0.0,0.0
2024-12,BE,mobile,new,dealer,small,143,1,0,0.006993006993006993,0.0,0.0
2024-12,SE,desktop,new,private,unknown,6,0,0,0.0,0.0,0.0
2025-03,SE,mobile,new,private,unknown,34,0,0,0.0,0.0,0.0
2025-05,IT,tablet,returning,dealer,mid,7,0,0,0.0,0.0,0.0
2025-06,FR,desktop,returning,dealer,mid,76,0,0,0.0,0.0,0.0
2024-08,DE,desktop,new,dealer,mid,116,0,0,0.0,0.0,0.0
2024-08,CH,tablet,new,dealer,small,7,0,0,0.0,0.0,0.0
2024-10,SE,mobile,returning,dealer,mid,55,0,0,0.0,0.0,0.0
2024-12,DE,mobile,new,dealer,small,574,3,0,0.005226480836236934,0.0,0.0
2025-03,RO,desktop,new,dealer,mid,30,0,0,0.0,0.0,0.0
2025-05,RO,desktop,returning,dealer,small,76,0,0,0.0,0.0,0.0
2025-06,RO,desktop,new,dealer,small,62,0,0,0.0,0.0,0.0
2025-09,CH,tablet,new,dealer,mid,3,0,0,0.0,0.0,0.0
2024-01,BE,tablet,returning,dealer,small,6,0,0,0.0,0.0,0.0
2024-02,DK,desktop,returning,private,unknown,15,0,0,0.0,0.0,0.0
2024-04,BE,tablet,returning,dealer,small,3,0,0,0.0,0.0,0.0
2024-08,PL,mobile,new,private,unknown,47,0,0,0.0,0.0,0.0
2024-10,IT,desktop,new,dealer,small,137,1,0,0.0072992700729927005,0.0,0.0
2024-12,AT,desktop,new,dealer,enterprise,6,0,0,0.0,0.0,0.0
2025-10,FR,mobile,returning,dealer,mid,173,1,0,0.005780346820809248,0.0,0.0
2024-01,DK,mobile,returning,dealer,small,99,0,0,0.0,0.0,0.0
2024-02,NL,mobile,new,private,unknown,46,0,0,0.0,0.0,0.0
2024-04,ES,mobile,new,dealer,mid,127,1,0,0.007874015748031496,0.0,0.0
2024-09,RO,tablet,returning,dealer,small,17,0,0,0.0,0.0,0.0
2024-09,AT,desktop,new,dealer,small,42,0,0,0.0,0.0,0.0
2024-09,AT,desktop,new,dealer,enterprise,11,0,0,0.0,0.0,0.0
2025-04,PL,desktop,returning,private,unknown,30,0,0,0.0,0.0,0.0
2025-06,IT,tablet,returning,dealer,small,14,0,0,0.0,0.0,0.0
2025-08,ES,mobile,returning,dealer,small,306,1,0,0.0032679738562091504,0.0,0.0
2024-09,NL,mobile,returning,dealer,enterprise,22,0,0,0.0,0.0,0.0
2025-04,RO,desktop,new,dealer,enterprise,9,0,0,0.0,0.0,0.0
2025-04,PL,mobile,new,dealer,mid,73,2,0,0.0273972602739726,0.0,0.0
2025-05,PL,tablet,new,dealer,enterprise,1,0,0,0.0,0.0,0.0
2025-06,DE,desktop,new,dealer,small,232,0,0,0.0,0.0,0.0
2025-07,DK,mobile,returning,dealer,small,96,1,0,0.010416666666666666,0.0,0.0
2025-09,AT,desktop,returning,dealer,small,48,0,0,0.0,0.0,0.0
2025-12,RO,mobile,new,dealer,small,153,2,0,0.013071895424836602,0.0,0.0
2026-01,FR,mobile,new,dealer,mid,145,1,1,0.006896551724137931,1.0,0.006896551724137931
2023-08,ES,desktop,returning,private,unknown,31,0,0,0.0,0.0,0.0
2024-02,IT,mobile,returning,dealer,small,294,0,0,0.0,0.0,0.0
2024-07,SE,mobile,new,dealer,small,106,3,0,0.02830188679245283,0.0,0.0
2024-08,DK,desktop,new,dealer,enterprise,4,0,0,0.0,0.0,0.0
2024-09,DE,mobile,new,dealer,enterprise,64,1,1,0.015625,1.0,0.015625
2024-11,ES,tablet,returning,dealer,mid,8,0,0,0.0,0.0,0.0
2025-03,ES,desktop,returning,private,unknown,32,0,0,0.0,0.0,0.0
2025-08,CH,tablet,returning,private,unknown,1,0,0,0.0,0.0,0.0
2025-11,NL,tablet,new,private,unknown,5,0,0,0.0,0.0,0.0
2026-01,BE,desktop,returning,dealer,small,69,0,0,0.0,0.0,0.0
2023-08,FR,mobile,new,dealer,mid,213,0,0,0.0,0.0,0.0
2023-09,BE,desktop,returning,dealer,small,61,0,0,0.0,0.0,0.0
2023-12,BE,tablet,returning,private,unknown,2,0,0,0.0,0.0,0.0
2024-06,BE,desktop,returning,private,unknown,24,0,0,0.0,0.0,0.0
2024-06,RO,tablet,returning,dealer,small,14,0,0,0.0,0.0,0.0
2024-10,BE,mobile,returning,private,unknown,40,0,0,0.0,0.0,0.0
2024-12,CH,desktop,new,dealer,enterprise,3,0,0,0.0,0.0,0.0
2026-01,ES,desktop,new,dealer,enterprise,16,0,0,0.0,0.0,0.0
2023-08,FR,mobile,returning,dealer,small,365,1,0,0.0027397260273972603,0.0,0.0
2024-05,FR,desktop,new,dealer,enterprise,26,0,0,0.0,0.0,0.0
2024-06,DK,desktop,returning,private,unknown,8,0,0,0.0,0.0,0.0
2024-07,IT,mobile,returning,dealer,enterprise,63,1,0,0.015873015873015872,0.0,0.0
2024-08,IT,desktop,new,dealer,small,133,1,0,0.007518796992481203,0.0,0.0
2025-06,DE,tablet,returning,dealer,enterprise,11,0,0,0.0,0.0,0.0
2025-07,PL,desktop,returning,private,unknown,34,0,0,0.0,0.0,0.0
2025-07,IT,desktop,returning,dealer,enterprise,11,0,0,0.0,0.0,0.0
2025-08,CH,desktop,returning,dealer,enterprise,6,0,0,0.0,0.0,0.0
2025-09,RO,mobile,new,dealer,mid,62,0,0,0.0,0.0,0.0
2025-09,DK,tablet,new,dealer,small,7,0,0,0.0,0.0,0.0
2025-09,BE,mobile,new,dealer,mid,48,0,0,0.0,0.0,0.0
2023-08,DK,desktop,new,dealer,mid,12,0,0,0.0,0.0,0.0
2023-09,BE,desktop,new,dealer,enterprise,7,0,0,0.0,0.0,0.0
2023-09,NL,mobile,new,private,unknown,40,0,0,0.0,0.0,0.0
2023-10,IT,desktop,returning,dealer,mid,71,0,0,0.0,0.0,0.0
2023-11,NL,mobile,returning,private,unknown,52,0,0,0.0,0.0,0.0
2023-12,DK,desktop,new,dealer,small,38,0,0,0.0,0.0,0.0
2024-02,CH,mobile,returning,dealer,small,98,0,0,0.0,0.0,0.0
2024-03,BE,mobile,returning,dealer,small,104,1,0,0.009615384615384616,0.0,0.0
2024-05,CH,desktop,new,private,unknown,9,0,0,0.0,0.0,0.0
2024-09,NL,desktop,returning,dealer,small,82,0,0,0.0,0.0,0.0
2025-01,PL,desktop,new,dealer,enterprise,14,0,0,0.0,0.0,0.0
2025-05,PL,desktop,new,private,unknown,36,0,0,0.0,0.0,0.0
2025-07,AT,desktop,new,private,unknown,18,0,0,0.0,0.0,0.0
2025-07,IT,tablet,new,dealer,enterprise,3,0,0,0.0,0.0,0.0
2025-09,BE,desktop,returning,dealer,small,84,1,0,0.011904761904761904,0.0,0.0
2025-11,BE,mobile,returning,private,unknown,28,1,0,0.03571428571428571,0.0,0.0
2023-09,IT,tablet,new,dealer,small,11,0,0,0.0,0.0,0.0
2023-10,CH,desktop,new,private,unknown,4,0,0,0.0,0.0,0.0
2023-12,ES,desktop,new,private,unknown,43,0,0,0.0,0.0,0.0
2024-01,SE,desktop,returning,dealer,enterprise,1,0,0,0.0,0.0,0.0
2024-07,DK,tablet,new,dealer,small,7,0,0,0.0,0.0,0.0
2024-08,CH,mobile,new,dealer,enterprise,11,0,0,0.0,0.0,0.0
2024-10,PL,tablet,returning,private,unknown,6,0,0,0.0,0.0,0.0
2025-03,AT,desktop,returning,dealer,mid,23,0,0,0.0,0.0,0.0
2025-06,BE,desktop,new,dealer,small,49,0,0,0.0,0.0,0.0
2025-06,ES,tablet,new,dealer,small,16,0,0,0.0,0.0,0.0
2025-07,DK,desktop,returning,private,unknown,9,0,0,0.0,0.0,0.0
2025-07,FR,desktop,returning,dealer,small,162,0,0,0.0,0.0,0.0
2023-10,ES,tablet,new,dealer,mid,6,0,0,0.0,0.0,0.0
2023-11,FR,mobile,returning,private,unknown,76,0,0,0.0,0.0,0.0
2024-01,AT,desktop,returning,dealer,small,45,0,0,0.0,0.0,0.0
2024-04,FR,mobile,new,private,unknown,89,0,0,0.0,0.0,0.0
2024-06,SE,mobile,new,dealer,enterprise,15,0,0,0.0,0.0,0.0
2024-09,CH,mobile,new,dealer,mid,50,1,1,0.02,1.0,0.02
2025-03,BE,desktop,returning,dealer,enterprise,7,0,0,0.0,0.0,0.0
2025-08,BE,desktop,returning,dealer,mid,26,0,0,0.0,0.0,0.0
2025-10,CH,desktop,new,dealer,mid,18,0,0,0.0,0.0,0.0
2024-02,PL,mobile,new,dealer,enterprise,23,0,0,0.0,0.0,0.0
2024-04,FR,desktop,new,dealer,enterprise,26,0,0,0.0,0.0,0.0
2024-10,FR,desktop,returning,dealer,small,154,0,0,0.0,0.0,0.0
2024-10,NL,mobile,new,dealer,enterprise,19,0,0,0.0,0.0,0.0
2024-11,PL,desktop,new,dealer,small,80,1,0,0.0125,0.0,0.0
2025-04,ES,mobile,new,dealer,small,266,2,0,0.007518796992481203,0.0,0.0
2025-05,DK,tablet,new,dealer,mid,3,0,0,0.0,0.0,0.0
2025-10,RO,tablet,returning,dealer,mid,3,0,0,0.0,0.0,0.0
2023-09,DE,mobile,new,dealer,mid,320,0,0,0.0,0.0,0.0
2024-02,CH,mobile,returning,private,unknown,33,0,0,0.0,0.0,0.0
2024-05,BE,mobile,new,dealer,enterprise,22,0,0,0.0,0.0,0.0
2024-06,AT,desktop,new,dealer,small,53,0,0,0.0,0.0,0.0
2024-06,PL,desktop,new,dealer,small,108,1,0,0.009259259259259259,0.0,0.0
2024-07,BE,tablet,returning,dealer,mid,3,0,0,0.0,0.0,0.0
2025-07,BE,mobile,new,dealer,small,134,0,0,0.0,0.0,0.0
2025-08,RO,mobile,new,dealer,mid,92,0,0,0.0,0.0,0.0
2025-10,CH,desktop,returning,dealer,enterprise,4,0,0,0.0,0.0,0.0
2025-11,PL,desktop,returning,dealer,mid,43,0,0,0.0,0.0,0.0
2023-12,AT,tablet,new,private,unknown,2,0,0,0.0,0.0,0.0
2024-03,SE,desktop,returning,dealer,mid,28,0,0,0.0,0.0,0.0
2025-06,CH,mobile,new,dealer,enterprise,16,0,0,0.0,0.0,0.0
2025-07,FR,tablet,new,private,unknown,8,0,0,0.0,0.0,0.0
2025-09,BE,tablet,new,private,unknown,4,0,0,0.0,0.0,0.0
2026-01,FR,desktop,returning,private,unknown,52,1,0,0.019230769230769232,0.0,0.0
2024-01,AT,desktop,new,dealer,mid,31,0,0,0.0,0.0,0.0
2024-03,BE,desktop,returning,dealer,mid,54,0,0,0.0,0.0,0.0
2024-04,CH,desktop,returning,dealer,mid,18,0,0,0.0,0.0,0.0
2025-07,DK,desktop,returning,dealer,small,32,0,0,0.0,0.0,0.0
2025-08,FR,tablet,returning,dealer,mid,7,0,0,0.0,0.0,0.0
2025-11,PL,mobile,returning,private,unknown,66,0,0,0.0,0.0,0.0
2025-12,BE,mobile,returning,private,unknown,38,0,0,0.0,0.0,0.0
2023-08,PL,desktop,returning,private,unknown,20,0,0,0.0,0.0,0.0
2023-09,AT,desktop,new,private,unknown,12,0,0,0.0,0.0,0.0
2024-02,NL,mobile,returning,private,unknown,60,0,0,0.0,0.0,0.0
2024-04,BE,mobile,returning,private,unknown,30,0,0,0.0,0.0,0.0
2025-01,ES,tablet,new,dealer,enterprise,3,0,0,0.0,0.0,0.0
2025-02,DK,desktop,returning,dealer,enterprise,3,0,0,0.0,0.0,0.0
2023-09,BE,tablet,new,dealer,small,6,0,0,0.0,0.0,0.0
2024-01,CH,desktop,new,dealer,mid,16,0,0,0.0,0.0,0.0
2024-01,DK,desktop,new,dealer,mid,15,0,0,0.0,0.0,0.0
2024-08,DK,tablet,returning,dealer,small,7,0,0,0.0,0.0,0.0
2024-10,FR,mobile,returning,dealer,small,367,2,0,0.005449591280653951,0.0,0.0
2025-01,ES,desktop,returning,private,unknown,31,0,0,0.0,0.0,0.0
2025-10,DK,mobile,new,dealer,small,95,0,0,0.0,0.0,0.0
2026-01,BE,desktop,returning,dealer,mid,33,0,0,0.0,0.0,0.0
2023-09,PL,mobile,new,dealer,mid,109,0,0,0.0,0.0,0.0
2023-10,NL,mobile,new,dealer,enterprise,23,0,0,0.0,0.0,0.0
2024-01,DE,mobile,returning,private,unknown,210,2,0,0.009523809523809525,0.0,0.0
2024-08,FR,desktop,new,dealer,mid,74,1,0,0.013513513513513514,0.0,0.0
2024-09,AT,tablet,new,dealer,small,9,0,0,0.0,0.0,0.0
2024-12,AT,tablet,new,private,unknown,1,0,0,0.0,0.0,0.0
2025-03,ES,tablet,returning,dealer,mid,9,0,0,0.0,0.0,0.0
2025-04,FR,desktop,new,dealer,small,149,0,0,0.0,0.0,0.0
2025-12,ES,tablet,new,dealer,small,9,0,0,0.0,0.0,0.0
2023-10,DE,mobile,returning,dealer,enterprise,104,0,0,0.0,0.0,0.0
2023-11,BE,tablet,new,private,unknown,1,0,0,0.0,0.0,0.0
2024-01,NL,mobile,returning,dealer,small,210,0,0,0.0,0.0,0.0
2024-03,FR,mobile,new,dealer,small,348,1,0,0.0028735632183908046,0.0,0.0
2024-04,DE,tablet,new,private,unknown,8,0,0,0.0,0.0,0.0
2025-07,RO,mobile,returning,dealer,mid,95,1,0,0.010526315789473684,0.0,0.0
2025-08,SE,tablet,returning,dealer,small,7,0,0,0.0,0.0,0.0
2025-10,DK,tablet,new,private,unknown,3,0,0,0.0,0.0,0.0
2026-01,CH,tablet,returning,dealer,small,4,0,0,0.0,0.0,0.0
2023-08,CH,tablet,returning,dealer,mid,4,0,0,0.0,0.0,0.0
2023-08,CH,desktop,new,private,unknown,9,0,0,0.0,0.0,0.0
2023-11,SE,desktop,returning,dealer,small,53,0,0,0.0,0.0,0.0
2024-03,ES,tablet,returning,dealer,small,10,0,0,0.0,0.0,0.0
2024-08,SE,desktop,returning,dealer,mid,30,0,0,0.0,0.0,0.0
2026-01,NL,desktop,returning,dealer,enterprise,6,0,0,0.0,0.0,0.0
2024-01,SE,desktop,new,dealer,enterprise,4,0,0,0.0,0.0,0.0
2024-05,AT,tablet,new,private,unknown,3,0,0,0.0,0.0,0.0
2024-05,PL,tablet,returning,dealer,mid,9,0,0,0.0,0.0,0.0
2024-06,SE,desktop,new,private,unknown,2,0,0,0.0,0.0,0.0
2024-12,NL,tablet,returning,dealer,small,18,0,0,0.0,0.0,0.0
2025-08,SE,mobile,new,private,unknown,32,0,0,0.0,0.0,0.0
2025-11,DK,desktop,new,dealer,mid,14,0,0,0.0,0.0,0.0
2023-09,RO,desktop,new,dealer,mid,36,1,0,0.027777777777777776,0.0,0.0
2023-10,PL,tablet,returning,dealer,mid,6,0,0,0.0,0.0,0.0
2024-10,IT,mobile,new,dealer,small,307,1,0,0.003257328990228013,0.0,0.0
2025-01,AT,mobile,new,dealer,small,155,0,0,0.0,0.0,0.0
2025-05,DK,desktop,returning,private,unknown,10,0,0,0.0,0.0,0.0
2025-06,SE,mobile,returning,dealer,small,100,0,0,0.0,0.0,0.0
2025-11,FR,desktop,returning,private,unknown,31,0,0,0.0,0.0,0.0
2026-01,NL,tablet,new,private,unknown,5,0,0,0.0,0.0,0.0
2023-08,ES,mobile,returning,dealer,small,272,1,0,0.003676470588235294,0.0,0.0
2023-09,ES,desktop,new,dealer,small,111,0,0,0.0,0.0,0.0
2024-05,CH,desktop,returning,dealer,enterprise,5,0,0,0.0,0.0,0.0
2024-10,NL,mobile,new,dealer,mid,81,0,0,0.0,0.0,0.0
2025-01,ES,mobile,new,dealer,enterprise,45,0,0,0.0,0.0,0.0
2025-03,DK,mobile,returning,dealer,small,86,0,0,0.0,0.0,0.0
2025-05,IT,desktop,returning,dealer,mid,53,0,0,0.0,0.0,0.0
2025-10,PL,desktop,new,dealer,enterprise,16,0,0,0.0,0.0,0.0
2025-12,RO,desktop,new,dealer,mid,28,0,0,0.0,0.0,0.0
2023-08,BE,mobile,new,private,unknown,35,0,0,0.0,0.0,0.0
2023-12,AT,tablet,new,dealer,mid,5,0,0,0.0,0.0,0.0
2024-02,AT,tablet,returning,private,unknown,3,0,0,0.0,0.0,0.0
2024-05,AT,mobile,new,private,unknown,33,0,0,0.0,0.0,0.0
2024-06,RO,mobile,returning,dealer,mid,74,0,0,0.0,0.0,0.0
2024-06,AT,tablet,returning,dealer,small,1,0,0,0.0,0.0,0.0
2024-10,RO,mobile,new,dealer,small,139,0,0,0.0,0.0,0.0
2024-10,DK,mobile,new,dealer,small,98,0,0,0.0,0.0,0.0
2024-11,AT,tablet,returning,dealer,enterprise,1,0,0,0.0,0.0,0.0
2025-05,RO,desktop,new,dealer,enterprise,6,0,0,0.0,0.0,0.0
2025-06,AT,mobile,new,dealer,enterprise,17,0,0,0.0,0.0,0.0
2023-08,SE,mobile,returning,private,unknown,28,1,0,0.03571428571428571,0.0,0.0
2024-02,BE,mobile,returning,dealer,mid,50,1,0,0.02,0.0,0.0
2024-06,DE,mobile,new,private,unknown,172,0,0,0.0,0.0,0.0
2024-07,PL,tablet,returning,dealer,small,11,0,0,0.0,0.0,0.0
2024-12,CH,mobile,new,dealer,enterprise,12,0,0,0.0,0.0,0.0
2025-02,FR,desktop,returning,dealer,small,156,0,0,0.0,0.0,0.0
2025-07,BE,mobile,new,private,unknown,42,1,0,0.023809523809523808,0.0,0.0
2023-11,PL,tablet,new,dealer,small,10,0,0,0.0,0.0,0.0
2024-03,PL,tablet,returning,dealer,small,17,0,0,0.0,0.0,0.0
2025-02,PL,tablet,returning,private,unknown,3,0,0,0.0,0.0,0.0
2025-03,SE,mobile,new,dealer,mid,54,0,0,0.0,0.0,0.0
2025-06,RO,mobile,returning,dealer,mid,67,0,0,0.0,0.0,0.0
