listing_id,seller_type,dealer_id,make,fuel_type,transmission,vehicle_year,vehicle_age_years,mileage_km,listed_price_eur,base_market_price_eur,price_position_vs_market,photo_count,description_length,is_featured,listing_created_date,listing_delisted_date,is_active
lst_000009173,dealer,dlr_000278,Fiat,petrol,manual,2010,16,280282,3313.57,3050.79,0.0861,21,476,0,2025-12-03,2025-12-18,0
lst_000009174,dealer,dlr_000114,Peugeot,hybrid,automatic,2009,17,245817,2648.61,2694.92,-0.0172,12,932,1,2025-07-21,2025-09-09,0
lst_000009175,dealer,dlr_000140,Renault,hybrid,manual,2023,3,65117,18341.03,17468.58,0.0499,14,471,1,2024-04-26,2024-05-28,0
lst_000009176,dealer,dlr_000178,VW,petrol,automatic,2012,14,208192,6649.38,6127.29,0.0852,25,864,0,2025-01-28,2025-02-21,0
lst_000009177,dealer,dlr_000160,Renault,diesel,automatic,2023,3,95709,22686.79,19802.06,0.1457,22,758,1,2025-06-04,2025-07-11,0
lst_000009178,dealer,dlr_000051,Toyota,petrol,manual,2019,7,161026,14458.04,14110.04,0.0247,16,46,0,2024-08-16,2024-09-09,0
lst_000009179,dealer,dlr_000148,Peugeot,petrol,automatic,2024,2,24817,23780.27,21238.02,0.1197,7,952,0,2023-10-25,2023-11-26,0
lst_000009180,private,,Skoda,petrol,manual,2013,13,219091,3911.71,3909.94,5.0E-4,16,231,0,2024-07-02,2024-08-05,0
lst_000009181,dealer,dlr_000125,BMW,electric,manual,2021,5,21551,24627.87,23073.85,0.0673,10,616,1,2025-07-16,2025-08-12,0
lst_000009182,dealer,dlr_000202,Peugeot,hybrid,manual,2025,1,47611,26292.46,25169.48,0.0446,14,563,0,2026-01-25,,1
lst_000009183,dealer,dlr_000085,Opel,diesel,manual,2011,15,263654,6958.42,6784.48,0.0256,16,809,0,2025-02-19,2025-03-09,0
lst_000009184,private,,Audi,hybrid,manual,2014,12,224848,7423.67,7777.7,-0.0455,16,862,0,2024-05-05,2024-05-15,0
lst_000009185,private,,Toyota,hybrid,automatic,2020,6,101543,14972.73,14776.45,0.0133,11,502,0,2025-08-30,2025-10-13,0
lst_000009186,dealer,dlr_000110,BMW,petrol,automatic,2023,3,58251,29748.4,28746.59,0.0348,20,752,0,2023-09-05,2023-09-22,0
lst_000009187,dealer,dlr_000082,Opel,diesel,automatic,2025,1,14913,25152.37,24304.54,0.0349,13,409,1,2024-07-24,2024-10-12,0
lst_000009188,dealer,dlr_000078,VW,petrol,manual,2019,7,142664,14109.48,13766.56,0.0249,21,422,0,2026-01-21,,1
lst_000009189,dealer,dlr_000110,Mercedes,hybrid,manual,2023,3,39535,28447.41,27677.2,0.0278,15,1012,0,2025-05-11,2025-06-28,0
lst_000009190,dealer,dlr_000260,VW,diesel,automatic,2010,16,232492,1530.21,1586.97,-0.0358,15,975,0,2023-12-10,2024-01-11,0
lst_000009191,dealer,dlr_000125,Toyota,diesel,automatic,2023,3,93298,24596.31,23165.29,0.0618,16,709,0,2023-08-17,2023-09-11,0
lst_000009192,dealer,dlr_000042,Mercedes,electric,manual,2022,4,38430,24774.02,23607.65,0.0494,17,260,0,2024-05-19,2024-06-08,0
lst_000009193,dealer,dlr_000258,BMW,hybrid,manual,2023,3,52425,28192.43,26656.52,0.0576,14,755,1,2025-03-06,2025-04-02,0
lst_000009194,dealer,dlr_000136,Renault,petrol,manual,2022,4,45327,15992.77,15886.04,0.0067,13,450,1,2026-01-14,,1
lst_000009195,dealer,dlr_000139,Ford,petrol,automatic,2025,1,60426,26816.43,24884.09,0.0777,14,473,0,2024-12-09,2025-01-11,0
lst_000009196,dealer,dlr_000228,VW,diesel,automatic,2014,12,241523,6587.73,6162.11,0.0691,16,680,1,2025-11-03,2025-11-27,0
lst_000009197,dealer,dlr_000249,VW,petrol,manual,2009,17,307608,3079.76,3228.46,-0.0461,9,788,0,2024-11-11,2024-11-27,0
lst_000009198,dealer,dlr_000030,BMW,petrol,automatic,2008,18,302101,4395.19,4323.7,0.0165,9,560,0,2026-01-13,,1
lst_000009199,dealer,dlr_000221,BMW,petrol,automatic,2012,14,250405,6385.99,6034.53,0.0582,16,297,0,2025-10-23,2025-12-07,0
lst_000009200,dealer,dlr_000133,BMW,diesel,manual,2020,6,87794,17812.05,16765.55,0.0624,17,966,0,2025-10-26,2025-12-01,0
lst_000009201,dealer,dlr_000215,BMW,hybrid,automatic,2013,13,210594,4491.19,4185.81,0.073,9,571,1,2024-03-08,2024-04-15,0
lst_000009202,dealer,dlr_000220,BMW,diesel,automatic,2018,8,164257,15518.89,14013.27,0.1074,15,410,0,2025-09-03,2025-11-13,0
lst_000009203,private,,VW,petrol,automatic,2010,16,273384,2830.16,3175.18,-0.1087,14,470,0,2025-06-01,2025-06-17,0
lst_000009204,dealer,dlr_000072,Opel,diesel,manual,2013,13,246621,4218.65,4073.35,0.0357,13,805,0,2026-01-02,,1
lst_000009205,private,,BMW,diesel,manual,2025,1,20083,35846.55,35268.06,0.0164,10,802,0,2025-02-26,2025-03-25,0
lst_000009206,dealer,dlr_000073,Audi,electric,manual,2011,15,279344,4609.57,4411.24,0.045,18,536,0,2025-06-21,2025-07-06,0
lst_000009207,dealer,dlr_000214,BMW,diesel,automatic,2024,2,0,31362.98,30712.45,0.0212,15,288,1,2024-10-27,2024-11-24,0
lst_000009208,dealer,dlr_000188,Renault,diesel,manual,2019,7,139545,12243.41,12370.17,-0.0102,13,592,0,2024-04-05,2024-05-30,0
lst_000009209,dealer,dlr_000247,Fiat,hybrid,automatic,2017,9,151143,7767.36,7643.68,0.0162,20,679,1,2025-03-12,2025-04-03,0
lst_000009210,dealer,dlr_000039,Toyota,diesel,manual,2021,5,70557,19576.01,17795.71,0.1,12,30,0,2024-09-06,2024-09-12,0
lst_000009211,dealer,dlr_000214,BMW,petrol,manual,2025,1,36938,33004.23,32347.32,0.0203,16,1130,0,2024-11-29,2025-01-10,0
lst_000009212,private,,Audi,hybrid,manual,2015,11,187264,9807.63,9548.58,0.0271,11,642,0,2024-11-18,2024-12-09,0
lst_000009213,private,,Hyundai,hybrid,automatic,2008,18,318062,2484.88,2743.6,-0.0943,14,243,0,2026-01-11,,1
lst_000009214,dealer,dlr_000026,Toyota,petrol,automatic,2020,6,78919,13893.45,14128.82,-0.0167,13,374,0,2023-11-15,2023-12-26,0
lst_000009215,dealer,dlr_000204,VW,diesel,automatic,2015,11,184774,8433.78,7854.21,0.0738,15,851,1,2025-04-11,2025-06-10,0
lst_000009216,dealer,dlr_000218,Toyota,petrol,manual,2017,9,223708,10893.06,10730.35,0.0152,18,771,0,2025-05-29,2025-06-19,0
lst_000009217,private,,VW,petrol,manual,2008,18,337747,3142.21,3229.77,-0.0271,10,691,1,2024-09-30,2024-11-19,0
lst_000009218,dealer,dlr_000002,Fiat,petrol,manual,2024,2,63619,21283.99,20365.45,0.0451,17,391,0,2024-03-01,2024-03-13,0
lst_000009219,dealer,dlr_000088,Toyota,petrol,manual,2020,6,112850,15544.8,15380.4,0.0107,15,568,0,2024-09-25,2024-10-16,0
lst_000009220,dealer,dlr_000237,Fiat,petrol,manual,2015,11,198001,7308.4,6811.8,0.0729,13,606,1,2025-07-27,2025-08-10,0
lst_000009221,dealer,dlr_000141,Skoda,diesel,automatic,2011,15,301144,4649.57,4434.6,0.0485,7,496,0,2025-12-14,,1
lst_000009222,dealer,dlr_000008,Renault,diesel,automatic,2017,9,165961,9466.82,9110.75,0.0391,10,663,0,2025-10-14,2025-11-16,0
lst_000009223,dealer,dlr_000185,Hyundai,petrol,manual,2012,14,240917,3630.4,3552.79,0.0218,10,338,0,2025-01-06,2025-01-19,0
lst_000009224,dealer,dlr_000032,VW,diesel,manual,2022,4,68893,20453.73,19524.12,0.0476,15,416,0,2024-02-11,2024-02-25,0
lst_000009225,dealer,dlr_000092,Fiat,petrol,manual,2020,6,96961,15368.75,15075.72,0.0194,17,627,0,2024-05-01,2024-06-01,0
lst_000009226,dealer,dlr_000265,VW,petrol,manual,2022,4,27845,19446.37,18953.16,0.026,15,773,0,2024-01-05,2024-01-28,0
lst_000009227,private,,Audi,diesel,manual,2014,12,260896,8486.51,8739.91,-0.029,15,230,0,2025-10-06,2025-11-18,0
lst_000009228,dealer,dlr_000072,BMW,petrol,automatic,2016,10,176592,10466.6,10806.35,-0.0314,14,46,1,2023-11-13,2023-12-03,0
lst_000009229,dealer,dlr_000050,VW,diesel,manual,2014,12,183079,7515.33,6969.87,0.0783,17,455,0,2023-09-05,2023-10-03,0
lst_000009230,dealer,dlr_000125,BMW,diesel,manual,2011,15,262618,6034.56,5843.03,0.0328,11,547,1,2025-02-17,2025-03-27,0
lst_000009231,dealer,dlr_000157,Ford,petrol,automatic,2024,2,17694,24794.41,22640.01,0.0952,12,601,0,2025-11-18,2026-01-05,0
lst_000009232,dealer,dlr_000201,Audi,hybrid,automatic,2014,12,197042,8705.28,7906.38,0.101,13,940,1,2025-12-25,2026-01-28,0
lst_000009233,dealer,dlr_000059,VW,diesel,automatic,2020,6,114272,15170.86,15528.36,-0.023,12,716,0,2024-04-09,2024-07-06,0
lst_000009234,private,,Skoda,hybrid,automatic,2010,16,318308,2773.33,3200.4,-0.1334,11,302,0,2024-09-25,2024-10-27,0
lst_000009235,dealer,dlr_000253,Audi,petrol,manual,2012,14,256522,5611.26,5001.14,0.122,14,569,0,2025-09-06,2025-09-14,0
lst_000009236,dealer,dlr_000270,Opel,electric,automatic,2012,14,255591,3327.41,3338.03,-0.0032,11,377,0,2024-01-25,2024-02-09,0
lst_000009237,dealer,dlr_000023,Skoda,diesel,automatic,2013,13,260124,5639.87,4974.28,0.1338,22,207,0,2024-10-12,2024-10-23,0
lst_000009238,dealer,dlr_000174,BMW,petrol,automatic,2025,1,0,35676.5,34633.06,0.0301,15,30,0,2025-12-19,2026-01-24,0
lst_000009239,dealer,dlr_000053,BMW,electric,automatic,2025,1,414,34498.05,35058.39,-0.016,21,441,0,2023-08-24,2023-09-20,0
lst_000009240,dealer,dlr_000016,VW,electric,manual,2014,12,175535,6077.54,6009.65,0.0113,16,681,0,2023-10-16,2023-11-13,0
lst_000009241,dealer,dlr_000067,Fiat,diesel,manual,2024,2,37709,21993.69,20933.18,0.0507,13,259,1,2024-03-03,2024-04-13,0
lst_000009242,dealer,dlr_000173,Renault,petrol,manual,2025,1,4223,24573.42,24418.94,0.0063,19,534,0,2026-01-13,,1
lst_000009243,dealer,dlr_000011,Hyundai,petrol,manual,2024,2,65282,23396.59,22521.24,0.0389,10,30,0,2025-06-01,2025-07-21,0
lst_000009244,dealer,dlr_000207,Hyundai,petrol,manual,2018,8,151128,10462.95,10436.96,0.0025,10,30,0,2025-01-17,2025-02-13,0
lst_000009245,dealer,dlr_000098,Renault,diesel,manual,2015,11,209156,8260.81,7947.62,0.0394,10,311,0,2025-12-18,2026-01-07,0
lst_000009246,dealer,dlr_000040,VW,hybrid,automatic,2011,15,280349,6684.65,6466.16,0.0338,17,389,0,2024-10-07,2024-11-02,0
lst_000009247,private,,VW,petrol,automatic,2021,5,98448,15751.28,16505.24,-0.0457,17,715,0,2025-11-30,2026-01-04,0
lst_000009248,dealer,dlr_000013,Peugeot,petrol,manual,2018,8,165366,10990.06,10210.67,0.0763,11,284,0,2024-07-27,2024-09-02,0
lst_000009249,private,,Fiat,petrol,manual,2017,9,180509,9334.06,9068.46,0.0293,15,544,0,2024-05-27,2024-06-14,0
lst_000009250,private,,BMW,diesel,manual,2025,1,0,37250.66,34998.58,0.0643,13,1072,0,2025-07-02,2025-07-26,0
lst_000009251,dealer,dlr_000006,VW,petrol,automatic,2012,14,270092,4651.42,4763.64,-0.0236,22,743,0,2025-10-23,2025-11-21,0
lst_000009252,dealer,dlr_000169,Toyota,petrol,automatic,2023,3,7931,23460.63,23563.82,-0.0044,8,408,0,2023-10-13,2023-11-03,0
lst_000009253,dealer,dlr_000049,Skoda,hybrid,manual,2024,2,22338,25003.93,23939.69,0.0445,14,719,1,2024-03-08,2024-04-29,0
lst_000009254,dealer,dlr_000028,Skoda,hybrid,automatic,2012,14,208048,4425.72,4423.68,5.0E-4,15,1019,0,2023-09-18,2023-10-30,0
lst_000009255,private,,Ford,diesel,automatic,2022,4,59102,16669.77,16786.11,-0.0069,20,696,0,2025-08-01,2025-08-20,0
lst_000009256,dealer,dlr_000265,Ford,petrol,manual,2024,2,24989,24155.23,23399.7,0.0323,7,845,1,2025-11-01,2025-12-02,0
lst_000009257,dealer,dlr_000257,Skoda,diesel,manual,2019,7,133026,12745.76,11575.05,0.1011,15,393,0,2026-01-18,,1
lst_000009258,dealer,dlr_000125,Ford,petrol,manual,2008,18,346199,1601.05,1773.9,-0.0974,25,194,0,2025-02-12,2025-02-27,0
lst_000009259,dealer,dlr_000119,VW,petrol,automatic,2020,6,85767,14262.21,12911.14,0.1046,10,460,0,2023-11-28,2023-12-23,0
lst_000009260,private,,Audi,petrol,manual,2017,9,180343,11931.7,11800.19,0.0111,22,611,0,2024-02-23,2024-04-04,0
lst_000009261,dealer,dlr_000243,BMW,petrol,manual,2019,7,132140,14018.01,14272.15,-0.0178,6,529,0,2025-01-22,2025-02-07,0
lst_000009262,private,,Skoda,petrol,automatic,2017,9,163347,9547.53,10137.84,-0.0582,19,753,0,2024-08-10,2024-09-30,0
lst_000009263,dealer,dlr_000269,Hyundai,diesel,manual,2011,15,270939,2301.05,2179.29,0.0559,9,434,0,2024-08-28,2024-09-23,0
lst_000009264,dealer,dlr_000245,Fiat,diesel,automatic,2008,18,283432,3436.77,3169.49,0.0843,9,347,0,2024-10-27,2024-11-23,0
lst_000009265,private,,BMW,petrol,automatic,2021,5,73576,22184.18,22980.39,-0.0346,11,255,0,2024-05-13,2024-06-17,0
lst_000009266,dealer,dlr_000177,Skoda,petrol,manual,2017,9,159891,8302.03,7567.41,0.0971,7,999,0,2024-04-19,2024-06-08,0
lst_000009267,private,,Renault,petrol,automatic,2019,7,156504,13598.95,12667.64,0.0735,14,283,0,2024-04-17,2024-06-04,0
lst_000009268,dealer,dlr_000052,Hyundai,diesel,manual,2022,4,73381,17040.14,16781.02,0.0154,15,363,0,2024-06-04,2024-06-21,0
lst_000009269,dealer,dlr_000055,Fiat,hybrid,manual,2020,6,86917,13578.8,12644.5,0.0739,15,331,0,2024-05-22,2024-06-24,0
lst_000009270,private,,VW,hybrid,automatic,2011,15,275547,5513.55,5398.51,0.0213,18,267,0,2025-12-29,,1
lst_000009271,private,,Skoda,hybrid,manual,2016,10,152072,9510.32,10342.45,-0.0805,13,624,0,2025-01-10,2025-05-05,0
lst_000009272,dealer,dlr_000109,Renault,electric,manual,2020,6,109652,12254.65,12374.03,-0.0096,12,738,0,2024-03-17,2024-04-05,0
lst_000009273,private,,Peugeot,petrol,automatic,2021,5,91545,14453.27,14168.02,0.0201,13,604,0,2023-11-24,2024-02-23,0
lst_000009274,dealer,dlr_000194,Mercedes,petrol,automatic,2024,2,23187,31601.05,30522.62,0.0353,11,754,0,2023-10-17,2023-12-08,0
lst_000009275,dealer,dlr_000160,Renault,petrol,manual,2019,7,122991,10599.2,10227.42,0.0364,16,333,0,2024-01-20,2024-02-27,0
lst_000009276,dealer,dlr_000010,Mercedes,petrol,manual,2018,8,158865,15782.73,15885.13,-0.0064,20,484,0,2025-06-22,2025-08-22,0
lst_000009277,dealer,dlr_000149,VW,petrol,automatic,2013,13,216590,5597.47,5586.33,0.002,14,665,1,2024-11-10,2024-11-25,0
lst_000009278,private,,Peugeot,electric,automatic,2020,6,101521,11984.62,12961.42,-0.0754,17,869,0,2024-05-01,2024-05-29,0
lst_000009279,dealer,dlr_000121,Renault,petrol,manual,2023,3,65308,20882.46,19214.53,0.0868,19,287,0,2025-05-11,2025-06-11,0
lst_000009280,dealer,dlr_000203,Opel,diesel,manual,2016,10,233653,8515.28,8480.05,0.0042,24,30,0,2025-05-15,2025-05-27,0
lst_000009281,dealer,dlr_000053,Toyota,electric,automatic,2011,15,264620,4505.69,4523.95,-0.004,23,834,1,2025-08-18,2025-09-06,0
lst_000009282,dealer,dlr_000029,BMW,petrol,manual,2023,3,23982,26283.59,25618.9,0.0259,13,246,0,2024-01-29,2024-03-18,0
lst_000009283,dealer,dlr_000227,Renault,diesel,automatic,2009,17,274744,1032.63,1004.53,0.028,15,763,1,2024-11-10,2024-11-19,0
lst_000009284,dealer,dlr_000112,Toyota,electric,automatic,2019,7,162865,16558.04,15068.9,0.0988,13,337,1,2025-05-16,2025-06-12,0
lst_000009285,dealer,dlr_000238,VW,diesel,manual,2017,9,147227,10329.4,10214.34,0.0113,18,441,0,2023-08-29,2023-09-18,0
lst_000009286,dealer,dlr_000265,Toyota,diesel,automatic,2022,4,31725,18680.99,18940.56,-0.0137,17,481,0,2024-06-19,2024-06-28,0
lst_000009287,dealer,dlr_000178,Hyundai,diesel,manual,2010,16,298960,2614.83,2561.68,0.0207,19,506,0,2024-02-01,2024-02-11,0
lst_000009288,dealer,dlr_000222,Peugeot,diesel,manual,2011,15,259620,3303.95,3111.18,0.062,7,607,0,2025-01-09,2025-01-31,0
lst_000009289,dealer,dlr_000234,Mercedes,petrol,manual,2008,18,341173,5641.01,5404.18,0.0438,14,361,0,2025-03-30,2025-05-03,0
lst_000009290,private,,Opel,petrol,automatic,2025,1,0,24357.23,24280.75,0.0031,12,731,0,2025-09-15,2025-11-23,0
lst_000009291,dealer,dlr_000058,Audi,diesel,automatic,2024,2,25923,27225.24,28524.02,-0.0455,23,746,0,2024-10-20,2024-11-21,0
lst_000009292,private,,Hyundai,petrol,automatic,2010,16,268246,3094.21,3020.9,0.0243,19,579,0,2024-07-17,2024-08-14,0
lst_000009293,dealer,dlr_000113,Mercedes,electric,manual,2025,1,26392,41276.06,37014.97,0.1151,21,199,0,2025-09-21,2025-11-21,0
lst_000009294,private,,VW,diesel,manual,2008,18,336933,2819.41,3076.48,-0.0836,14,669,0,2024-04-26,2024-05-26,0
lst_000009295,dealer,dlr_000016,Mercedes,diesel,manual,2025,1,28791,38199.14,34984.89,0.0919,20,708,1,2024-09-21,2024-10-23,0
lst_000009296,dealer,dlr_000165,Hyundai,electric,automatic,2013,13,247800,6533.16,6470.07,0.0098,13,722,0,2025-03-02,2025-04-01,0
lst_000009297,dealer,dlr_000062,Renault,petrol,automatic,2024,2,39425,22315.9,21653.93,0.0306,11,540,1,2025-08-12,2025-09-08,0
lst_000009298,dealer,dlr_000075,Audi,diesel,manual,2010,16,237935,5642.6,5561.27,0.0146,9,748,0,2024-05-06,2024-05-14,0
lst_000009299,dealer,dlr_000271,Toyota,petrol,manual,2011,15,246425,4783.12,4729.35,0.0114,17,601,0,2024-12-05,2025-02-19,0
lst_000009300,dealer,dlr_000167,Renault,petrol,automatic,2014,12,212765,7656.66,7612.54,0.0058,11,301,0,2024-03-17,2024-03-24,0
lst_000009301,dealer,dlr_000216,Audi,petrol,automatic,2013,13,220633,6831.18,7058.86,-0.0323,14,628,0,2025-07-14,2025-08-19,0
lst_000009302,dealer,dlr_000158,VW,diesel,automatic,2025,1,8970,29352.8,28683.0,0.0234,8,802,1,2024-04-08,2024-04-26,0
lst_000009303,dealer,dlr_000127,Fiat,petrol,manual,2017,9,219402,7899.1,8072.8,-0.0215,10,242,0,2024-01-07,2024-02-01,0
lst_000009304,dealer,dlr_000193,Hyundai,diesel,automatic,2021,5,173061,16861.69,15654.23,0.0771,17,514,0,2024-04-01,2024-04-28,0
lst_000009305,dealer,dlr_000157,VW,petrol,manual,2021,5,78008,13339.13,14555.61,-0.0836,17,547,0,2023-09-06,2023-09-27,0
lst_000009306,dealer,dlr_000250,VW,petrol,manual,2009,17,343741,4554.02,4348.59,0.0472,15,445,1,2024-09-10,2024-10-01,0
lst_000009307,dealer,dlr_000237,VW,petrol,automatic,2010,16,282415,4312.52,4088.83,0.0547,9,601,1,2025-09-07,2025-09-24,0
lst_000009308,dealer,dlr_000053,Hyundai,hybrid,automatic,2015,11,233007,8804.42,8550.23,0.0297,11,276,1,2024-03-04,2024-03-30,0
lst_000009309,dealer,dlr_000174,Renault,hybrid,manual,2016,10,211707,6812.4,6543.11,0.0412,17,529,0,2024-10-04,2024-10-16,0
lst_000009310,dealer,dlr_000008,Toyota,petrol,manual,2018,8,154738,12456.92,11883.47,0.0483,14,441,0,2024-06-20,2024-08-01,0
lst_000009311,dealer,dlr_000130,Renault,petrol,automatic,2012,14,249101,4366.94,4161.86,0.0493,9,30,0,2024-10-17,2024-11-11,0
lst_000009312,dealer,dlr_000150,Ford,hybrid,manual,2025,1,49989,25936.35,25960.43,-9.0E-4,12,501,0,2024-12-22,2025-03-13,0
lst_000009313,dealer,dlr_000112,Ford,diesel,manual,2011,15,235043,3915.29,3891.46,0.0061,4,808,0,2025-05-31,2025-06-09,0
lst_000009314,dealer,dlr_000142,BMW,hybrid,manual,2020,6,140190,17497.68,18009.85,-0.0284,22,1057,0,2024-11-26,2024-12-06,0
lst_000009315,dealer,dlr_000022,Mercedes,diesel,automatic,2018,8,95215,15119.17,14603.47,0.0353,10,384,0,2024-08-21,2024-09-03,0
lst_000009316,dealer,dlr_000158,VW,petrol,manual,2020,6,135198,15138.33,15601.51,-0.0297,7,385,1,2023-08-30,2023-10-27,0
lst_000009317,dealer,dlr_000102,VW,diesel,manual,2017,9,202935,8617.17,8669.94,-0.0061,11,647,0,2026-01-20,,1
lst_000009318,dealer,dlr_000260,Audi,petrol,manual,2012,14,239684,4631.61,4633.59,-4.0E-4,15,303,0,2025-03-16,2025-04-20,0
lst_000009319,dealer,dlr_000202,Hyundai,petrol,manual,2024,2,59486,23178.75,22939.54,0.0104,14,753,0,2024-10-01,2024-10-18,0
lst_000009320,dealer,dlr_000086,VW,diesel,automatic,2009,17,280332,4481.98,4013.41,0.1168,19,814,1,2025-10-02,2025-10-26,0
lst_000009321,dealer,dlr_000029,VW,petrol,automatic,2011,15,256429,3894.76,3704.04,0.0515,13,572,0,2024-03-19,2024-04-16,0
lst_000009322,dealer,dlr_000063,Opel,diesel,automatic,2010,16,289881,4186.12,4417.79,-0.0524,16,186,1,2024-07-13,2024-08-04,0
lst_000009323,private,,Toyota,diesel,automatic,2011,15,244773,4640.22,4883.44,-0.0498,7,30,0,2023-10-15,2023-11-25,0
lst_000009324,dealer,dlr_000061,Renault,hybrid,manual,2016,10,117086,8523.08,8056.59,0.0579,8,369,0,2025-01-09,2025-01-31,0
lst_000009325,dealer,dlr_000243,Toyota,diesel,automatic,2023,3,48767,23756.47,23326.21,0.0184,14,726,0,2025-06-27,2025-08-21,0
lst_000009326,dealer,dlr_000177,Mercedes,diesel,automatic,2009,17,244278,4628.57,4525.94,0.0227,21,128,0,2025-11-02,2025-11-14,0
lst_000009327,dealer,dlr_000049,Audi,diesel,automatic,2013,13,225146,5722.45,5681.94,0.0071,11,840,0,2024-01-30,2024-02-17,0
lst_000009328,dealer,dlr_000225,Toyota,diesel,manual,2016,10,206183,9191.23,9094.92,0.0106,21,684,0,2024-07-05,2024-07-27,0
lst_000009329,dealer,dlr_000233,VW,petrol,automatic,2020,6,111743,14272.33,14144.35,0.009,10,636,0,2025-04-29,2025-05-14,0
lst_000009330,dealer,dlr_000236,Audi,diesel,automatic,2025,1,70122,33910.07,33636.35,0.0081,22,184,0,2025-06-24,2025-07-18,0
lst_000009331,dealer,dlr_000094,Renault,petrol,manual,2023,3,92606,20815.66,18600.24,0.1191,16,40,1,2024-05-24,2024-06-29,0
lst_000009332,dealer,dlr_000253,Opel,petrol,automatic,2019,7,117644,10556.31,9714.06,0.0867,19,30,0,2024-05-13,2024-06-06,0
lst_000009333,dealer,dlr_000024,BMW,petrol,manual,2016,10,183170,11079.67,11654.44,-0.0493,11,434,0,2025-03-06,2025-04-17,0
lst_000009334,dealer,dlr_000043,Mercedes,petrol,automatic,2012,14,270384,5298.9,5206.76,0.0177,10,466,1,2024-04-02,2024-04-11,0
lst_000009335,private,,Skoda,petrol,manual,2024,2,50752,20774.63,23644.98,-0.1214,11,676,0,2025-03-26,2025-05-18,0
lst_000009336,private,,Skoda,petrol,manual,2013,13,237550,5029.12,4983.35,0.0092,16,429,0,2025-08-04,2025-09-13,0
lst_000009337,dealer,dlr_000089,Peugeot,diesel,automatic,2009,17,286676,3310.55,3365.7,-0.0164,13,562,0,2024-07-16,2024-07-28,0
lst_000009338,dealer,dlr_000256,Fiat,petrol,automatic,2014,12,245453,8243.92,7753.51,0.0633,10,127,0,2024-08-16,2024-09-13,0
lst_000009339,dealer,dlr_000026,Mercedes,diesel,automatic,2013,13,194561,7100.86,6949.64,0.0218,10,548,0,2025-03-15,2025-04-03,0
lst_000009340,dealer,dlr_000259,Ford,petrol,automatic,2019,7,80797,13009.27,12127.45,0.0727,11,576,0,2025-07-05,2025-07-26,0
lst_000009341,dealer,dlr_000228,Skoda,diesel,manual,2013,13,240232,7381.23,6852.0,0.0772,13,825,0,2023-09-18,2023-11-19,0
lst_000009342,dealer,dlr_000050,Renault,diesel,automatic,2013,13,221676,5331.78,5687.21,-0.0625,7,1063,1,2025-11-03,2025-12-17,0
lst_000009343,dealer,dlr_000252,Toyota,petrol,automatic,2024,2,0,27154.07,26198.42,0.0365,10,408,0,2023-12-12,2024-01-01,0
lst_000009344,dealer,dlr_000037,Mercedes,diesel,manual,2019,7,146209,18114.0,17593.7,0.0296,8,462,0,2025-09-23,2025-10-20,0
lst_000009345,dealer,dlr_000003,VW,petrol,automatic,2018,8,107914,11721.87,11391.68,0.029,17,552,0,2025-10-08,2025-12-25,0
lst_000009346,dealer,dlr_000119,VW,diesel,manual,2011,15,226542,5372.22,4966.02,0.0818,14,634,0,2024-01-26,2024-02-23,0
lst_000009347,private,,Audi,petrol,automatic,2022,4,88360,24435.02,23973.12,0.0193,8,175,0,2025-08-06,2025-09-01,0
lst_000009348,dealer,dlr_000035,Fiat,hybrid,manual,2009,17,306958,4194.84,4106.02,0.0216,10,532,0,2025-02-08,2025-04-08,0
lst_000009349,dealer,dlr_000118,Renault,petrol,manual,2009,17,324048,2880.27,2853.12,0.0095,13,329,0,2024-04-23,2024-05-20,0
lst_000009350,dealer,dlr_000069,Ford,petrol,automatic,2021,5,84494,14026.82,14374.12,-0.0242,7,384,0,2024-03-25,2024-04-21,0
lst_000009351,dealer,dlr_000229,VW,petrol,manual,2014,12,241528,6419.18,6656.88,-0.0357,12,668,0,2024-08-28,2025-01-07,0
lst_000009352,dealer,dlr_000151,Fiat,petrol,automatic,2009,17,309842,2706.28,2837.88,-0.0464,15,159,0,2025-05-22,2025-06-05,0
lst_000009353,private,,VW,hybrid,automatic,2022,4,86379,18546.32,19495.11,-0.0487,14,295,0,2025-09-27,2025-10-21,0
lst_000009354,dealer,dlr_000206,BMW,petrol,manual,2017,9,176804,13802.27,13194.29,0.0461,16,910,1,2025-03-12,2025-03-27,0
lst_000009355,private,,Peugeot,diesel,automatic,2008,18,322363,2791.98,2989.97,-0.0662,12,507,0,2025-10-21,2025-11-17,0
lst_000009356,dealer,dlr_000172,Fiat,petrol,automatic,2014,12,208049,6610.66,6044.14,0.0937,15,669,1,2024-11-19,2024-12-01,0
lst_000009357,dealer,dlr_000188,Skoda,petrol,automatic,2010,16,276694,3314.42,3165.84,0.0469,16,748,1,2024-03-04,2024-03-29,0
lst_000009358,dealer,dlr_000138,Audi,petrol,automatic,2011,15,260023,5101.54,5176.35,-0.0145,12,114,0,2024-02-05,2024-03-05,0
lst_000009359,dealer,dlr_000088,VW,electric,manual,2012,14,225020,7103.1,6860.87,0.0353,13,612,0,2024-11-10,2024-12-13,0
lst_000009360,dealer,dlr_000266,Renault,diesel,automatic,2017,9,193251,7546.13,8003.11,-0.0571,15,536,0,2024-03-12,2024-04-15,0
